direction,entry,exit,pnl_pts,mfe,adds,reason,bar_num,range_flag,bar_range,date,signal,instrument,year
LONG,16344.8,16333.7,-11.1,14.0,0,STOP,5,NORMAL,18.5,2023-07-27,DAX_S2,DAX,2023
LONG,16414.7,16435.2,20.5,42.0,1,STOP,4,NARROW,5.8,2023-07-28,DAX_S2,DAX,2023
LONG,16414.7,16449.8,35.1,52.1,1,STOP,4,NARROW,5.8,2023-07-28,DAX_S2,DAX,2023
SHORT,16501.8,16505.8,-4.0,3.0,0,STOP,4,NARROW,11.6,2023-07-31,DAX_S2,DAX,2023
LONG,16517.4,16514.3,-3.1,5.3,0,STOP,4,NARROW,11.6,2023-07-31,DAX_S2,DAX,2023
SHORT,16298.9,16298.8,0.1,17.2,0,STOP,4,NARROW,9.9,2023-08-01,DAX_S2,DAX,2023
SHORT,16298.9,16297.8,1.1,14.7,0,STOP,4,NARROW,9.9,2023-08-01,DAX_S2,DAX,2023
SHORT,16080.6,16070.8,9.8,27.3,0,STOP,5,NARROW,14.3,2023-08-02,DAX_S2,DAX,2023
SHORT,16080.6,16059.3,21.3,36.8,1,STOP,5,NARROW,14.3,2023-08-02,DAX_S2,DAX,2023
SHORT,15868.8,15868.3,0.5,16.5,0,STOP,4,NARROW,9.5,2023-08-03,DAX_S2,DAX,2023
LONG,15882.3,15868.8,-13.5,2.9,0,STOP,4,NARROW,9.5,2023-08-03,DAX_S2,DAX,2023
LONG,15809.8,15809.8,0.0,26.5,0,STOP,4,NARROW,12.0,2023-08-04,DAX_S2,DAX,2023
LONG,15809.8,15793.8,-16.0,11.0,0,STOP,4,NARROW,12.0,2023-08-04,DAX_S2,DAX,2023
LONG,15889.3,15933.2,43.9,51.6,1,STOP,5,NARROW,9.0,2023-08-07,DAX_S2,DAX,2023
LONG,15889.3,15929.3,40.0,50.1,1,STOP,5,NARROW,9.0,2023-08-07,DAX_S2,DAX,2023
LONG,15752.9,15738.8,-14.1,1.9,0,STOP,5,NARROW,14.1,2023-08-08,DAX_S2,DAX,2023
LONG,15752.9,15751.3,-1.6,10.9,0,STOP,5,NARROW,14.1,2023-08-08,DAX_S2,DAX,2023
SHORT,15900.3,15905.9,-5.6,13.6,0,STOP,4,NARROW,14.5,2023-08-09,DAX_S2,DAX,2023
SHORT,15900.3,15871.9,28.4,40.6,1,STOP,4,NARROW,14.5,2023-08-09,DAX_S2,DAX,2023
LONG,15926.8,15920.8,-6.0,48.5,0,STOP,4,NARROW,14.5,2023-08-10,DAX_S2,DAX,2023
SHORT,15908.2,15926.8,-18.6,32.9,0,STOP,4,NARROW,14.5,2023-08-10,DAX_S2,DAX,2023
SHORT,15874.8,15889.9,-15.1,0.0,0,STOP,4,NARROW,11.1,2023-08-11,DAX_S2,DAX,2023
SHORT,15874.8,15819.3,55.5,76.6,2,STOP,4,NARROW,11.1,2023-08-11,DAX_S2,DAX,2023
SHORT,15857.7,15869.4,-11.7,8.9,0,STOP,5,NARROW,12.6,2023-08-14,DAX_S2,DAX,2023
SHORT,15857.7,15874.3,-16.6,4.9,0,STOP,5,NARROW,12.6,2023-08-14,DAX_S2,DAX,2023
SHORT,15750.8,15756.8,-6.0,14.5,0,STOP,4,NARROW,9.6,2023-08-15,DAX_S2,DAX,2023
LONG,15764.4,15773.8,9.4,20.4,0,STOP,4,NARROW,9.6,2023-08-15,DAX_S2,DAX,2023
SHORT,15775.8,15790.9,-15.1,2.5,0,STOP,4,NARROW,11.1,2023-08-16,DAX_S2,DAX,2023
SHORT,15775.8,15759.8,16.0,28.6,0,STOP,4,NARROW,11.1,2023-08-16,DAX_S2,DAX,2023
LONG,15765.2,15768.3,3.1,16.1,0,STOP,4,NARROW,8.0,2023-08-17,DAX_S2,DAX,2023
LONG,15765.2,15755.8,-9.4,3.2,0,STOP,4,NARROW,8.0,2023-08-17,DAX_S2,DAX,2023
LONG,15519.8,15512.8,-7.0,7.0,0,STOP,5,NARROW,13.5,2023-08-18,DAX_S2,DAX,2023
SHORT,15502.2,15485.7,16.5,31.4,1,STOP,5,NARROW,13.5,2023-08-18,DAX_S2,DAX,2023
SHORT,15664.7,15660.8,3.9,11.4,0,STOP,5,NARROW,7.1,2023-08-21,DAX_S2,DAX,2023
SHORT,15664.7,15632.3,32.4,44.0,1,STOP,5,NARROW,7.1,2023-08-21,DAX_S2,DAX,2023
SHORT,15783.7,15789.3,-5.6,2.0,0,STOP,4,NARROW,10.6,2023-08-22,DAX_S2,DAX,2023
SHORT,15783.7,15772.8,10.9,23.0,0,STOP,4,NARROW,10.6,2023-08-22,DAX_S2,DAX,2023
SHORT,15694.8,15694.8,0.0,22.5,0,STOP,5,NARROW,6.0,2023-08-23,DAX_S2,DAX,2023
LONG,15704.8,15694.8,-10.0,2.6,0,STOP,5,NARROW,6.0,2023-08-23,DAX_S2,DAX,2023
SHORT,15706.7,15722.3,-15.6,0.0,0,STOP,4,NARROW,11.6,2023-08-24,DAX_S2,DAX,2023
LONG,15722.3,15714.8,-7.5,5.0,0,STOP,4,NARROW,11.6,2023-08-24,DAX_S2,DAX,2023
LONG,15726.8,15724.7,-2.1,14.5,0,STOP,4,NARROW,5.9,2023-08-25,DAX_S2,DAX,2023
LONG,15726.8,15724.3,-2.5,9.1,0,STOP,4,NARROW,5.9,2023-08-25,DAX_S2,DAX,2023
LONG,15747.1,15750.1,3.0,14.6,0,STOP,4,NARROW,10.1,2023-08-28,DAX_S2,DAX,2023
LONG,15747.1,15779.6,32.5,58.5,1,STOP,4,NARROW,10.1,2023-08-28,DAX_S2,DAX,2023
SHORT,15807.9,15814.7,-6.8,2.3,0,STOP,5,NARROW,13.8,2023-08-29,DAX_S2,DAX,2023
LONG,15825.7,15839.1,13.4,24.0,0,STOP,5,NARROW,13.8,2023-08-29,DAX_S2,DAX,2023
LONG,15909.8,15912.8,3.0,16.5,0,STOP,5,NORMAL,17.0,2023-08-30,DAX_S2,DAX,2023
LONG,15909.8,15916.8,7.0,17.0,0,STOP,5,NORMAL,17.0,2023-08-30,DAX_S2,DAX,2023
SHORT,16017.2,16027.9,-10.7,3.5,0,STOP,4,NARROW,6.7,2023-08-31,DAX_S2,DAX,2023
LONG,16027.9,16017.2,-10.7,13.0,0,STOP,4,NARROW,6.7,2023-08-31,DAX_S2,DAX,2023
LONG,15921.8,15921.8,0.0,25.6,0,STOP,4,NARROW,13.9,2023-09-01,DAX_S2,DAX,2023
LONG,15921.8,15950.8,29.0,43.6,1,STOP,4,NARROW,13.9,2023-09-01,DAX_S2,DAX,2023
SHORT,15870.8,15874.3,-3.5,4.0,0,STOP,4,NARROW,7.1,2023-09-04,DAX_S2,DAX,2023
SHORT,15870.8,15864.9,5.9,13.1,0,STOP,4,NARROW,7.1,2023-09-04,DAX_S2,DAX,2023
SHORT,15804.8,15818.9,-14.1,10.0,0,STOP,4,NARROW,10.1,2023-09-05,DAX_S2,DAX,2023
LONG,15818.9,15820.8,1.9,20.5,0,STOP,4,NARROW,10.1,2023-09-05,DAX_S2,DAX,2023
LONG,15689.8,15681.3,-8.5,7.1,0,STOP,4,NARROW,9.0,2023-09-06,DAX_S2,DAX,2023
SHORT,15676.7,15689.8,-13.1,3.9,0,STOP,4,NARROW,9.0,2023-09-06,DAX_S2,DAX,2023
SHORT,15699.7,15705.4,-5.7,7.8,0,STOP,5,NARROW,9.1,2023-09-07,DAX_S2,DAX,2023
SHORT,15699.7,15682.9,16.8,29.4,1,STOP,5,NARROW,9.1,2023-09-07,DAX_S2,DAX,2023
LONG,15690.9,15697.8,6.9,25.0,0,STOP,4,NARROW,14.1,2023-09-08,DAX_S2,DAX,2023
LONG,15690.9,15714.7,23.8,46.9,1,STOP,4,NARROW,14.1,2023-09-08,DAX_S2,DAX,2023
LONG,15813.4,15808.9,-4.5,8.0,0,STOP,4,NARROW,11.1,2023-09-11,DAX_S2,DAX,2023
LONG,15813.4,15798.3,-15.1,0.5,0,STOP,4,NARROW,11.1,2023-09-11,DAX_S2,DAX,2023
LONG,15740.4,15751.2,10.8,20.5,0,STOP,4,NARROW,14.6,2023-09-12,DAX_S2,DAX,2023
LONG,15740.4,15744.2,3.8,15.0,0,STOP,4,NARROW,14.6,2023-09-12,DAX_S2,DAX,2023
SHORT,15616.7,15621.8,-5.1,42.4,0,STOP,5,NORMAL,24.1,2023-09-13,DAX_S2,DAX,2023
LONG,15644.8,15638.4,-6.4,11.1,0,STOP,5,NORMAL,24.1,2023-09-13,DAX_S2,DAX,2023
LONG,15683.8,15652.7,-31.1,2.0,0,STOP,5,NORMAL,27.0,2023-09-14,DAX_S2,DAX,2023
SHORT,15652.7,15683.8,-31.1,1.4,0,STOP,5,NORMAL,27.0,2023-09-14,DAX_S2,DAX,2023
SHORT,15959.8,15910.3,49.5,62.4,2,STOP,4,NARROW,8.0,2023-09-15,DAX_S2,DAX,2023
SHORT,15959.8,15910.4,49.4,60.5,1,STOP,4,NARROW,8.0,2023-09-15,DAX_S2,DAX,2023
LONG,15778.9,15770.8,-8.1,4.0,0,STOP,4,NARROW,11.6,2023-09-18,DAX_S2,DAX,2023
SHORT,15763.2,15771.3,-8.1,8.0,0,STOP,4,NARROW,11.6,2023-09-18,DAX_S2,DAX,2023
SHORT,15674.5,15688.1,-13.6,0.0,0,STOP,5,NARROW,9.5,2023-09-19,DAX_S2,DAX,2023
SHORT,15674.5,15674.6,-0.1,13.4,0,STOP,5,NARROW,9.5,2023-09-19,DAX_S2,DAX,2023
LONG,15759.6,15755.0,-4.6,3.1,0,STOP,4,NARROW,13.0,2023-09-20,DAX_S2,DAX,2023
LONG,15759.6,15777.5,17.9,23.1,0,STOP,4,NARROW,13.0,2023-09-20,DAX_S2,DAX,2023
SHORT,15553.8,15558.9,-5.1,8.5,0,STOP,5,NORMAL,17.5,2023-09-21,DAX_S2,DAX,2023
LONG,15575.3,15590.7,15.4,31.5,0,STOP,5,NORMAL,17.5,2023-09-21,DAX_S2,DAX,2023
LONG,15577.7,15572.7,-5.0,8.1,0,STOP,4,NARROW,9.4,2023-09-22,DAX_S2,DAX,2023
SHORT,15564.4,15572.9,-8.5,2.6,0,STOP,4,NARROW,9.4,2023-09-22,DAX_S2,DAX,2023
SHORT,15385.3,15393.2,-7.9,10.5,0,STOP,4,NARROW,14.0,2023-09-25,DAX_S2,DAX,2023
SHORT,15385.3,15395.3,-10.0,2.0,0,STOP,4,NARROW,14.0,2023-09-25,DAX_S2,DAX,2023
SHORT,15295.8,15301.8,-6.0,8.6,0,STOP,5,NORMAL,18.5,2023-09-26,DAX_S2,DAX,2023
SHORT,15295.8,15274.4,21.4,30.6,1,STOP,5,NORMAL,18.5,2023-09-26,DAX_S2,DAX,2023
SHORT,15240.2,15243.4,-3.2,8.4,0,STOP,4,NARROW,12.0,2023-09-27,DAX_S2,DAX,2023
SHORT,15240.2,15247.8,-7.6,5.5,0,STOP,4,NARROW,12.0,2023-09-27,DAX_S2,DAX,2023
SHORT,15249.7,15265.4,-15.7,2.5,0,STOP,5,NARROW,11.6,2023-09-28,DAX_S2,DAX,2023
LONG,15265.4,15249.7,-15.7,9.9,0,STOP,5,NARROW,11.6,2023-09-28,DAX_S2,DAX,2023
SHORT,15476.8,15487.3,-10.5,5.6,0,STOP,4,NARROW,8.6,2023-09-29,DAX_S2,DAX,2023
LONG,15489.4,15495.8,6.4,21.9,0,STOP,4,NARROW,8.6,2023-09-29,DAX_S2,DAX,2023
LONG,15357.8,15349.3,-8.5,4.1,0,STOP,5,NORMAL,21.0,2023-10-02,DAX_S2,DAX,2023
SHORT,15332.8,15306.3,26.5,39.0,1,STOP,5,NORMAL,21.0,2023-10-02,DAX_S2,DAX,2023
LONG,15128.4,15124.7,-3.7,11.9,0,STOP,5,NARROW,14.6,2023-10-03,DAX_S2,DAX,2023
SHORT,15109.7,15111.8,-2.1,19.4,0,STOP,5,NARROW,14.6,2023-10-03,DAX_S2,DAX,2023
LONG,15147.4,15150.8,3.4,28.5,1,STOP,5,NORMAL,23.1,2023-10-04,DAX_S2,DAX,2023
LONG,15147.4,15141.8,-5.6,12.5,0,STOP,5,NORMAL,23.1,2023-10-04,DAX_S2,DAX,2023
LONG,15136.4,15127.3,-9.1,3.9,0,STOP,4,NARROW,12.1,2023-10-05,DAX_S2,DAX,2023
SHORT,15120.3,15100.8,19.5,35.1,1,STOP,4,NARROW,12.1,2023-10-05,DAX_S2,DAX,2023
SHORT,15182.2,15056.8,125.4,148.5,2,STOP,4,NARROW,11.6,2023-10-06,DAX_S2,DAX,2023
SHORT,15182.2,15074.3,107.9,135.4,1,STOP,4,NARROW,11.6,2023-10-06,DAX_S2,DAX,2023
SHORT,15110.3,15096.8,13.5,26.5,0,STOP,4,NARROW,14.5,2023-10-09,DAX_S2,DAX,2023
SHORT,15110.3,15108.4,1.9,18.6,0,STOP,4,NARROW,14.5,2023-10-09,DAX_S2,DAX,2023
SHORT,15337.2,15353.9,-16.7,6.9,0,STOP,5,NARROW,12.6,2023-10-10,DAX_S2,DAX,2023
LONG,15353.9,15374.3,20.4,33.4,1,STOP,5,NARROW,12.6,2023-10-10,DAX_S2,DAX,2023
LONG,15475.4,15463.8,-11.6,2.5,0,STOP,4,NARROW,7.6,2023-10-11,DAX_S2,DAX,2023
SHORT,15463.8,15451.8,12.0,25.5,0,STOP,4,NARROW,7.6,2023-10-11,DAX_S2,DAX,2023
LONG,15546.9,15539.8,-7.1,4.9,0,STOP,4,NARROW,10.6,2023-10-12,DAX_S2,DAX,2023
SHORT,15532.3,15507.8,24.5,46.1,0,STOP,4,NARROW,10.6,2023-10-12,DAX_S2,DAX,2023
LONG,15275.3,15324.3,49.0,62.6,2,STOP,4,NARROW,14.9,2023-10-13,DAX_S2,DAX,2023
LONG,15275.3,15326.8,51.5,60.5,1,STOP,4,NARROW,14.9,2023-10-13,DAX_S2,DAX,2023
SHORT,15182.2,15195.7,-13.5,0.0,0,STOP,4,NARROW,9.5,2023-10-16,DAX_S2,DAX,2023
SHORT,15182.2,15184.9,-2.7,11.5,0,STOP,4,NARROW,9.5,2023-10-16,DAX_S2,DAX,2023
LONG,15178.4,15168.2,-10.2,1.5,0,STOP,4,NARROW,12.1,2023-10-17,DAX_S2,DAX,2023
SHORT,15162.2,15138.3,23.9,40.4,1,STOP,4,NARROW,12.1,2023-10-17,DAX_S2,DAX,2023
SHORT,15182.4,15149.8,32.6,52.7,1,STOP,5,NARROW,14.4,2023-10-18,DAX_S2,DAX,2023
SHORT,15182.4,15148.8,33.6,51.6,1,STOP,5,NARROW,14.4,2023-10-18,DAX_S2,DAX,2023
LONG,15072.9,15061.2,-11.7,0.5,0,STOP,4,NARROW,14.6,2023-10-19,DAX_S2,DAX,2023
LONG,15072.9,15067.3,-5.6,14.9,0,STOP,4,NARROW,14.6,2023-10-19,DAX_S2,DAX,2023
LONG,14849.8,14832.8,-17.0,1.0,0,STOP,4,NARROW,13.0,2023-10-20,DAX_S2,DAX,2023
SHORT,14832.8,14830.9,1.9,15.0,0,STOP,4,NARROW,13.0,2023-10-20,DAX_S2,DAX,2023
LONG,14723.3,14708.7,-14.6,2.5,0,STOP,5,NORMAL,18.5,2023-10-23,DAX_S2,DAX,2023
LONG,14723.3,14716.2,-7.1,1.1,0,STOP,5,NORMAL,18.5,2023-10-23,DAX_S2,DAX,2023
LONG,14815.8,14826.3,10.5,25.0,0,STOP,4,NARROW,10.0,2023-10-24,DAX_S2,DAX,2023
LONG,14815.8,14832.4,16.6,26.5,0,STOP,4,NARROW,10.0,2023-10-24,DAX_S2,DAX,2023
LONG,14914.3,14909.7,-4.6,2.1,0,STOP,4,NARROW,10.0,2023-10-25,DAX_S2,DAX,2023
SHORT,14900.2,14868.4,31.8,41.9,1,STOP,4,NARROW,10.0,2023-10-25,DAX_S2,DAX,2023
LONG,14707.3,14777.8,70.5,88.6,2,STOP,5,NARROW,13.0,2023-10-26,DAX_S2,DAX,2023
LONG,14707.3,14777.3,70.0,89.5,1,STOP,5,NARROW,13.0,2023-10-26,DAX_S2,DAX,2023
LONG,14738.3,14781.7,43.4,55.5,1,STOP,5,NORMAL,17.0,2023-10-27,DAX_S2,DAX,2023
LONG,14738.3,14790.3,52.0,64.6,1,STOP,5,NORMAL,17.0,2023-10-27,DAX_S2,DAX,2023
LONG,14755.9,14755.9,0.0,20.0,0,STOP,4,NARROW,11.6,2023-10-30,DAX_S2,DAX,2023
LONG,14755.9,14740.3,-15.6,6.0,0,STOP,4,NARROW,11.6,2023-10-30,DAX_S2,DAX,2023
SHORT,14766.2,14772.3,-6.1,2.9,0,STOP,4,NARROW,12.5,2023-10-31,DAX_S2,DAX,2023
SHORT,14766.2,14782.8,-16.6,4.4,0,STOP,4,NARROW,12.5,2023-10-31,DAX_S2,DAX,2023
LONG,14909.8,14911.7,1.9,27.1,0,STOP,5,NORMAL,16.1,2023-11-01,DAX_S2,DAX,2023
LONG,14909.8,14911.3,1.5,25.6,0,STOP,5,NORMAL,16.1,2023-11-01,DAX_S2,DAX,2023
LONG,15154.3,15154.3,0.0,27.5,1,STOP,4,NARROW,9.5,2023-11-02,DAX_S2,DAX,2023
LONG,15154.3,15166.8,12.5,23.0,0,STOP,4,NARROW,9.5,2023-11-02,DAX_S2,DAX,2023
SHORT,15231.3,15258.3,-27.0,0.1,0,STOP,5,NORMAL,23.0,2023-11-03,DAX_S2,DAX,2023
LONG,15258.3,15258.3,0.0,10.0,0,STOP,5,NORMAL,23.0,2023-11-03,DAX_S2,DAX,2023
SHORT,15141.7,15145.8,-4.1,2.0,0,STOP,4,NARROW,7.0,2023-11-06,DAX_S2,DAX,2023
SHORT,15141.7,15148.4,-6.7,1.0,0,STOP,4,NARROW,7.0,2023-11-06,DAX_S2,DAX,2023
SHORT,15110.2,15106.3,3.9,13.0,0,STOP,4,NARROW,5.1,2023-11-07,DAX_S2,DAX,2023
LONG,15119.3,15116.2,-3.1,5.1,0,STOP,4,NARROW,5.1,2023-11-07,DAX_S2,DAX,2023
LONG,15197.3,15197.7,0.4,14.6,0,STOP,4,NARROW,7.5,2023-11-08,DAX_S2,DAX,2023
LONG,15197.3,15279.7,82.4,93.5,2,STOP,4,NARROW,7.5,2023-11-08,DAX_S2,DAX,2023
LONG,15322.3,15323.8,1.5,13.5,0,STOP,4,NARROW,9.5,2023-11-09,DAX_S2,DAX,2023
LONG,15322.3,15335.3,13.0,20.9,0,STOP,4,NARROW,9.5,2023-11-09,DAX_S2,DAX,2023
SHORT,15244.3,15251.9,-7.6,4.6,0,STOP,4,NARROW,11.0,2023-11-10,DAX_S2,DAX,2023
LONG,15259.3,15265.7,6.4,15.5,0,STOP,4,NARROW,11.0,2023-11-10,DAX_S2,DAX,2023
LONG,15290.3,15286.3,-4.0,6.0,0,STOP,5,NARROW,13.1,2023-11-13,DAX_S2,DAX,2023
SHORT,15273.2,15276.3,-3.1,8.0,0,STOP,5,NARROW,13.1,2023-11-13,DAX_S2,DAX,2023
LONG,15425.3,15531.3,106.0,149.0,2,STOP,4,NARROW,8.5,2023-11-14,DAX_S2,DAX,2023
LONG,15425.3,15560.8,135.5,150.0,1,STOP,4,NARROW,8.5,2023-11-14,DAX_S2,DAX,2023
SHORT,15739.3,15752.4,-13.1,0.0,0,STOP,4,NARROW,9.1,2023-11-15,DAX_S2,DAX,2023
SHORT,15739.3,15720.9,18.4,38.0,1,STOP,4,NARROW,9.1,2023-11-15,DAX_S2,DAX,2023
LONG,15818.3,15849.8,31.5,48.5,1,STOP,4,NARROW,10.6,2023-11-16,DAX_S2,DAX,2023
LONG,15818.3,15835.8,17.5,26.5,0,STOP,4,NARROW,10.6,2023-11-16,DAX_S2,DAX,2023
SHORT,15920.7,15925.9,-5.2,1.0,0,STOP,4,NARROW,6.0,2023-11-17,DAX_S2,DAX,2023
SHORT,15920.7,15910.8,9.9,18.0,0,STOP,4,NARROW,6.0,2023-11-17,DAX_S2,DAX,2023
LONG,15874.8,15868.7,-6.1,0.1,0,STOP,4,NARROW,10.6,2023-11-20,DAX_S2,DAX,2023
LONG,15874.8,15877.3,2.5,11.5,0,STOP,4,NARROW,10.6,2023-11-20,DAX_S2,DAX,2023
LONG,15903.6,15898.5,-5.1,7.0,0,STOP,4,NARROW,7.5,2023-11-21,DAX_S2,DAX,2023
LONG,15903.6,15920.6,17.0,26.0,0,STOP,4,NARROW,7.5,2023-11-21,DAX_S2,DAX,2023
LONG,15987.8,15980.3,-7.5,4.0,0,STOP,4,NARROW,9.0,2023-11-22,DAX_S2,DAX,2023
SHORT,15974.8,15987.8,-13.0,1.1,0,STOP,4,NARROW,9.0,2023-11-22,DAX_S2,DAX,2023
LONG,15996.3,15990.3,-6.0,2.0,0,STOP,4,NARROW,9.0,2023-11-23,DAX_S2,DAX,2023
SHORT,15983.3,15986.3,-3.0,2.1,0,STOP,4,NARROW,9.0,2023-11-23,DAX_S2,DAX,2023
SHORT,15998.8,15999.8,-1.0,11.1,0,STOP,4,NARROW,6.0,2023-11-24,DAX_S2,DAX,2023
SHORT,15998.8,16008.8,-10.0,2.1,0,STOP,4,NARROW,6.0,2023-11-24,DAX_S2,DAX,2023
SHORT,16004.8,16002.8,2.0,8.0,0,STOP,4,NARROW,6.1,2023-11-27,DAX_S2,DAX,2023
SHORT,16004.8,15993.9,10.9,14.1,0,STOP,4,NARROW,6.1,2023-11-27,DAX_S2,DAX,2023
LONG,15947.3,15959.3,12.0,22.0,0,STOP,4,NARROW,11.0,2023-11-28,DAX_S2,DAX,2023
LONG,15947.3,15954.2,6.9,13.1,0,STOP,4,NARROW,11.0,2023-11-28,DAX_S2,DAX,2023
LONG,16173.8,16172.8,-1.0,12.0,0,STOP,4,NARROW,6.9,2023-11-29,DAX_S2,DAX,2023
SHORT,16162.9,16160.3,2.6,11.1,0,STOP,4,NARROW,6.9,2023-11-29,DAX_S2,DAX,2023
LONG,16254.3,16247.2,-7.1,8.6,0,STOP,4,NARROW,8.0,2023-11-30,DAX_S2,DAX,2023
LONG,16254.3,16242.2,-12.1,3.0,0,STOP,4,NARROW,8.0,2023-11-30,DAX_S2,DAX,2023
SHORT,16319.9,16329.8,-9.9,0.1,0,STOP,4,NARROW,7.9,2023-12-01,DAX_S2,DAX,2023
SHORT,16319.9,16294.9,25.0,33.2,1,STOP,4,NARROW,7.9,2023-12-01,DAX_S2,DAX,2023
LONG,16420.8,16414.3,-6.5,2.1,0,STOP,4,NARROW,6.0,2023-12-04,DAX_S2,DAX,2023
SHORT,16410.8,16411.7,-0.9,8.6,0,STOP,4,NARROW,6.0,2023-12-04,DAX_S2,DAX,2023
LONG,16462.3,16471.3,9.0,21.0,0,STOP,4,NARROW,4.9,2023-12-05,DAX_S2,DAX,2023
LONG,16462.3,16466.3,4.0,12.0,0,STOP,4,NARROW,4.9,2023-12-05,DAX_S2,DAX,2023
LONG,16628.9,16633.7,4.8,11.9,0,STOP,5,NARROW,11.1,2023-12-06,DAX_S2,DAX,2023
LONG,16628.9,16654.7,25.8,42.9,1,STOP,5,NARROW,11.1,2023-12-06,DAX_S2,DAX,2023
SHORT,16613.4,16616.5,-3.1,7.1,0,STOP,4,NARROW,10.0,2023-12-07,DAX_S2,DAX,2023
SHORT,16613.4,16627.4,-14.0,0.5,0,STOP,4,NARROW,10.0,2023-12-07,DAX_S2,DAX,2023
LONG,16671.0,16664.9,-6.1,9.4,0,STOP,4,NARROW,5.2,2023-12-08,DAX_S2,DAX,2023
SHORT,16661.8,16671.0,-9.2,15.9,0,STOP,4,NARROW,5.2,2023-12-08,DAX_S2,DAX,2023
LONG,16779.8,16774.8,-5.0,0.1,0,STOP,4,NARROW,12.0,2023-12-11,DAX_S2,DAX,2023
SHORT,16763.8,16755.9,7.9,15.0,0,STOP,4,NARROW,12.0,2023-12-11,DAX_S2,DAX,2023
LONG,16815.3,16808.4,-6.9,12.1,0,STOP,4,NARROW,13.0,2023-12-12,DAX_S2,DAX,2023
SHORT,16798.3,16778.8,19.5,33.0,1,STOP,4,NARROW,13.0,2023-12-12,DAX_S2,DAX,2023
LONG,16809.3,16798.2,-11.1,2.0,0,STOP,4,NARROW,13.0,2023-12-13,DAX_S2,DAX,2023
LONG,16809.3,16818.8,9.5,19.5,0,STOP,4,NARROW,13.0,2023-12-13,DAX_S2,DAX,2023
SHORT,16847.3,16858.4,-11.1,4.5,0,STOP,5,NARROW,14.1,2023-12-14,DAX_S2,DAX,2023
LONG,16865.4,16865.3,-0.1,12.9,0,STOP,5,NARROW,14.1,2023-12-14,DAX_S2,DAX,2023
SHORT,16733.3,16745.9,-12.6,0.0,0,STOP,4,NARROW,8.6,2023-12-15,DAX_S2,DAX,2023
LONG,16745.9,16747.8,1.9,26.4,0,STOP,4,NARROW,8.6,2023-12-15,DAX_S2,DAX,2023
LONG,16689.3,16679.3,-10.0,2.6,0,STOP,4,NARROW,6.0,2023-12-18,DAX_S2,DAX,2023
LONG,16689.3,16679.3,-10.0,9.5,0,STOP,4,NARROW,6.0,2023-12-18,DAX_S2,DAX,2023
LONG,16724.9,16721.7,-3.2,5.3,0,STOP,4,NARROW,10.1,2023-12-19,DAX_S2,DAX,2023
SHORT,16710.8,16724.3,-13.5,3.1,0,STOP,4,NARROW,10.1,2023-12-19,DAX_S2,DAX,2023
LONG,16746.9,16770.3,23.4,32.0,1,STOP,4,NARROW,8.2,2023-12-20,DAX_S2,DAX,2023
LONG,16746.9,16743.7,-3.2,10.9,0,STOP,4,NARROW,8.2,2023-12-20,DAX_S2,DAX,2023
LONG,16683.6,16678.6,-5.0,4.1,0,STOP,4,NARROW,10.0,2023-12-21,DAX_S2,DAX,2023
LONG,16683.6,16672.0,-11.6,7.0,0,STOP,4,NARROW,10.0,2023-12-21,DAX_S2,DAX,2023
LONG,16711.6,16709.6,-2.0,2.6,0,STOP,4,NARROW,7.5,2023-12-22,DAX_S2,DAX,2023
LONG,16711.6,16713.6,2.0,11.0,0,STOP,4,NARROW,7.5,2023-12-22,DAX_S2,DAX,2023
LONG,16756.9,16762.7,5.8,10.4,0,STOP,4,NARROW,8.2,2023-12-27,DAX_S2,DAX,2023
LONG,16756.9,16760.7,3.8,18.9,0,STOP,4,NARROW,8.2,2023-12-27,DAX_S2,DAX,2023
LONG,16713.3,16705.3,-8.0,2.1,0,STOP,4,NARROW,12.0,2023-12-28,DAX_S2,DAX,2023
LONG,16713.3,16721.3,8.0,19.0,0,STOP,4,NARROW,12.0,2023-12-28,DAX_S2,DAX,2023
LONG,16761.6,16775.7,14.1,20.0,0,STOP,4,NARROW,4.0,2023-12-29,DAX_S2,DAX,2023
LONG,16761.6,16770.0,8.4,15.5,0,STOP,4,NARROW,4.0,2023-12-29,DAX_S2,DAX,2023
LONG,16664.1,16660.6,-3.5,11.0,0,STOP,4,NARROW,13.0,2024-01-02,DAX_S2,DAX,2024
LONG,16664.1,16743.1,79.0,92.0,2,STOP,4,NARROW,13.0,2024-01-02,DAX_S2,DAX,2024
LONG,16628.3,16620.7,-7.6,7.5,0,STOP,5,NARROW,8.0,2024-01-03,DAX_S2,DAX,2024
SHORT,16616.3,16548.8,67.5,81.5,2,STOP,5,NARROW,8.0,2024-01-03,DAX_S2,DAX,2024
SHORT,16545.3,16561.8,-16.5,2.5,0,STOP,4,NARROW,12.5,2024-01-04,DAX_S2,DAX,2024
SHORT,16545.3,16544.8,0.5,28.0,1,STOP,4,NARROW,12.5,2024-01-04,DAX_S2,DAX,2024
SHORT,16489.8,16489.8,0.0,46.0,0,STOP,5,NORMAL,21.5,2024-01-05,DAX_S2,DAX,2024
LONG,16515.3,16515.3,0.0,27.5,0,STOP,5,NORMAL,21.5,2024-01-05,DAX_S2,DAX,2024
LONG,16636.8,16635.2,-1.6,10.6,0,STOP,4,NARROW,11.5,2024-01-08,DAX_S2,DAX,2024
