direction,entry,exit,pnl_pts,mfe,adds,reason,bar_num,range_flag,bar_range,date,signal,instrument,year
LONG,15458.8,15449.7,-9.1,10.1,0,STOP,4,NARROW,5.0,2023-02-15,DAX_S2,DAX,2023
SHORT,15547.2,15441.8,105.4,117.4,2,STOP,4,NARROW,7.1,2023-02-16,DAX_S2,DAX,2023
SHORT,15547.2,15442.8,104.4,125.4,1,STOP,4,NARROW,7.1,2023-02-16,DAX_S2,DAX,2023
SHORT,15424.8,15416.3,8.5,21.4,0,STOP,4,NARROW,12.0,2023-02-17,DAX_S2,DAX,2023
SHORT,15424.8,15432.8,-8.0,5.0,0,STOP,4,NARROW,12.0,2023-02-17,DAX_S2,DAX,2023
LONG,15486.7,15490.7,4.0,14.2,0,STOP,4,NARROW,8.0,2023-02-20,DAX_S2,DAX,2023
LONG,15486.7,15490.3,3.6,7.2,0,STOP,4,NARROW,8.0,2023-02-20,DAX_S2,DAX,2023
SHORT,15412.3,15425.9,-13.6,12.5,0,STOP,4,NARROW,9.6,2023-02-21,DAX_S2,DAX,2023
LONG,15425.9,15412.3,-13.6,7.0,0,STOP,4,NARROW,9.6,2023-02-21,DAX_S2,DAX,2023
LONG,15383.9,15368.8,-15.1,4.0,0,STOP,4,NARROW,11.1,2023-02-22,DAX_S2,DAX,2023
LONG,15383.9,15384.2,0.3,13.4,0,STOP,4,NARROW,11.1,2023-02-22,DAX_S2,DAX,2023
LONG,15500.8,15488.7,-12.1,5.1,0,STOP,4,NARROW,8.1,2023-02-23,DAX_S2,DAX,2023
SHORT,15488.7,15486.4,2.3,28.5,0,STOP,4,NARROW,8.1,2023-02-23,DAX_S2,DAX,2023
LONG,15377.8,15370.7,-7.1,13.0,0,STOP,4,NARROW,12.0,2023-02-24,DAX_S2,DAX,2023
SHORT,15361.8,15299.9,61.9,84.1,1,STOP,4,NARROW,12.0,2023-02-24,DAX_S2,DAX,2023
LONG,15447.8,15444.7,-3.1,5.1,0,STOP,4,NARROW,10.9,2023-02-27,DAX_S2,DAX,2023
LONG,15447.8,15465.8,18.0,34.5,1,STOP,4,NARROW,10.9,2023-02-27,DAX_S2,DAX,2023
SHORT,15424.3,15438.3,-14.0,4.5,0,STOP,4,NARROW,10.0,2023-02-28,DAX_S2,DAX,2023
LONG,15438.3,15424.3,-14.0,1.6,0,STOP,4,NARROW,10.0,2023-02-28,DAX_S2,DAX,2023
SHORT,15429.8,15392.9,36.9,68.0,1,STOP,5,NORMAL,18.1,2023-03-01,DAX_S2,DAX,2023
SHORT,15429.8,15386.8,43.0,58.6,1,STOP,5,NORMAL,18.1,2023-03-01,DAX_S2,DAX,2023
SHORT,15255.3,15255.3,0.0,37.0,1,STOP,4,NARROW,8.6,2023-03-02,DAX_S2,DAX,2023
SHORT,15255.3,15243.8,11.5,29.6,0,STOP,4,NARROW,8.6,2023-03-02,DAX_S2,DAX,2023
LONG,15477.8,15540.7,62.9,79.1,2,STOP,4,NARROW,12.0,2023-03-03,DAX_S2,DAX,2023
LONG,15477.8,15538.3,60.5,90.5,2,STOP,4,NARROW,12.0,2023-03-03,DAX_S2,DAX,2023
LONG,15648.8,15662.7,13.9,30.1,1,STOP,4,NARROW,5.4,2023-03-06,DAX_S2,DAX,2023
LONG,15648.8,15658.7,9.9,21.5,0,STOP,4,NARROW,5.4,2023-03-06,DAX_S2,DAX,2023
LONG,15671.9,15665.9,-6.0,0.8,0,STOP,4,NARROW,7.1,2023-03-07,DAX_S2,DAX,2023
SHORT,15660.8,15630.8,30.0,47.0,1,STOP,4,NARROW,7.1,2023-03-07,DAX_S2,DAX,2023
LONG,15613.8,15624.8,11.0,29.1,0,STOP,4,NARROW,13.5,2023-03-08,DAX_S2,DAX,2023
LONG,15613.8,15622.2,8.4,26.1,0,STOP,4,NARROW,13.5,2023-03-08,DAX_S2,DAX,2023
LONG,15569.8,15584.3,14.5,35.0,1,STOP,4,NARROW,12.5,2023-03-09,DAX_S2,DAX,2023
LONG,15569.8,15590.3,20.5,34.1,1,STOP,4,NARROW,12.5,2023-03-09,DAX_S2,DAX,2023
LONG,15418.8,15403.3,-15.5,10.0,0,STOP,4,NARROW,11.5,2023-03-10,DAX_S2,DAX,2023
LONG,15418.8,15470.7,51.9,78.5,1,STOP,4,NARROW,11.5,2023-03-10,DAX_S2,DAX,2023
SHORT,14926.9,14926.9,0.0,42.6,0,STOP,5,NORMAL,22.4,2023-03-13,DAX_S2,DAX,2023
LONG,14953.3,15001.2,47.9,93.1,1,STOP,5,NORMAL,22.4,2023-03-13,DAX_S2,DAX,2023
LONG,15231.3,15227.8,-3.5,36.0,0,STOP,5,NORMAL,29.5,2023-03-14,DAX_S2,DAX,2023
LONG,15231.3,15231.3,0.0,35.0,0,STOP,5,NORMAL,29.5,2023-03-14,DAX_S2,DAX,2023
SHORT,14765.3,14791.3,-26.0,5.0,0,STOP,5,NORMAL,22.0,2023-03-15,DAX_S2,DAX,2023
LONG,14791.3,14843.2,51.9,79.5,1,STOP,5,NORMAL,22.0,2023-03-15,DAX_S2,DAX,2023
LONG,14749.9,14903.8,153.9,160.4,2,STOP,5,WIDE,50.0,2023-03-16,DAX_S2,DAX,2023
LONG,14749.9,14791.9,42.0,81.4,0,STOP,5,WIDE,50.0,2023-03-16,DAX_S2,DAX,2023
LONG,14813.3,14792.3,-21.0,7.5,0,STOP,5,NORMAL,17.0,2023-03-17,DAX_S2,DAX,2023
SHORT,14792.3,14792.3,0.0,26.1,1,STOP,5,NORMAL,17.0,2023-03-17,DAX_S2,DAX,2023
SHORT,14877.8,14877.8,0.0,18.4,0,STOP,5,NORMAL,28.6,2023-03-20,DAX_S2,DAX,2023
SHORT,14877.8,14876.3,1.5,47.5,0,STOP,5,NORMAL,28.6,2023-03-20,DAX_S2,DAX,2023
LONG,15215.3,15213.2,-2.1,20.0,0,STOP,4,NARROW,11.6,2023-03-21,DAX_S2,DAX,2023
LONG,15215.3,15227.3,12.0,42.0,0,STOP,4,NARROW,11.6,2023-03-21,DAX_S2,DAX,2023
SHORT,15274.7,15268.9,5.8,28.0,0,STOP,4,NARROW,7.1,2023-03-22,DAX_S2,DAX,2023
SHORT,15274.7,15274.8,-0.1,14.9,0,STOP,4,NARROW,7.1,2023-03-22,DAX_S2,DAX,2023
LONG,15179.3,15178.3,-1.0,12.5,0,STOP,4,NARROW,10.5,2023-03-23,DAX_S2,DAX,2023
LONG,15179.3,15211.7,32.4,50.5,1,STOP,4,NARROW,10.5,2023-03-23,DAX_S2,DAX,2023
LONG,14916.8,14923.8,7.0,57.0,1,STOP,5,NORMAL,24.0,2023-03-24,DAX_S2,DAX,2023
LONG,14916.8,14926.3,9.5,43.6,1,STOP,5,NORMAL,24.0,2023-03-24,DAX_S2,DAX,2023
LONG,15161.7,15154.3,-7.4,8.1,0,STOP,5,NARROW,13.0,2023-03-27,DAX_S2,DAX,2023
LONG,15161.7,15168.3,6.6,23.1,0,STOP,5,NARROW,13.0,2023-03-27,DAX_S2,DAX,2023
SHORT,15152.4,15120.8,31.6,48.1,1,STOP,4,NARROW,6.9,2023-03-28,DAX_S2,DAX,2023
SHORT,15152.4,15125.8,26.6,38.6,1,STOP,4,NARROW,6.9,2023-03-28,DAX_S2,DAX,2023
LONG,15280.8,15276.7,-4.1,1.5,0,STOP,4,NARROW,9.0,2023-03-29,DAX_S2,DAX,2023
SHORT,15267.8,15272.8,-5.0,3.0,0,STOP,4,NARROW,9.0,2023-03-29,DAX_S2,DAX,2023
SHORT,15493.3,15490.4,2.9,19.1,0,STOP,4,NARROW,8.1,2023-03-30,DAX_S2,DAX,2023
SHORT,15493.3,15483.3,10.0,21.5,0,STOP,4,NARROW,8.1,2023-03-30,DAX_S2,DAX,2023
LONG,15597.9,15590.3,-7.6,3.9,0,STOP,4,NARROW,8.1,2023-03-31,DAX_S2,DAX,2023
LONG,15597.9,15608.2,10.3,21.9,0,STOP,4,NARROW,8.1,2023-03-31,DAX_S2,DAX,2023
LONG,15616.8,15609.9,-6.9,3.0,0,STOP,4,NARROW,9.0,2023-04-03,DAX_S2,DAX,2023
LONG,15616.8,15605.3,-11.5,0.6,0,STOP,4,NARROW,9.0,2023-04-03,DAX_S2,DAX,2023
SHORT,15719.3,15728.8,-9.5,0.0,0,STOP,4,NARROW,5.5,2023-04-04,DAX_S2,DAX,2023
SHORT,15719.3,15711.8,7.5,23.5,0,STOP,4,NARROW,5.5,2023-04-04,DAX_S2,DAX,2023
SHORT,15526.2,15514.9,11.3,27.1,0,STOP,5,NARROW,12.6,2023-04-05,DAX_S2,DAX,2023
SHORT,15526.2,15514.3,11.9,18.5,0,STOP,5,NARROW,12.6,2023-04-05,DAX_S2,DAX,2023
SHORT,15556.8,15561.3,-4.5,1.5,0,STOP,4,NARROW,14.0,2023-04-06,DAX_S2,DAX,2023
LONG,15574.8,15570.7,-4.1,5.0,0,STOP,4,NARROW,14.0,2023-04-06,DAX_S2,DAX,2023
LONG,15644.8,15636.8,-8.0,3.0,0,STOP,4,NARROW,10.0,2023-04-11,DAX_S2,DAX,2023
LONG,15644.8,15634.3,-10.5,2.6,0,STOP,4,NARROW,10.0,2023-04-11,DAX_S2,DAX,2023
LONG,15689.4,15812.8,123.4,142.0,1,STOP,4,NARROW,7.2,2023-04-12,DAX_S2,DAX,2023
LONG,15689.4,15741.3,51.9,75.5,1,STOP,4,NARROW,7.2,2023-04-12,DAX_S2,DAX,2023
SHORT,15700.8,15711.8,-11.0,0.0,0,STOP,4,NARROW,7.0,2023-04-13,DAX_S2,DAX,2023
SHORT,15700.8,15711.8,-11.0,8.0,0,STOP,4,NARROW,7.0,2023-04-13,DAX_S2,DAX,2023
SHORT,15809.7,15818.8,-9.1,3.0,0,STOP,4,NARROW,6.1,2023-04-14,DAX_S2,DAX,2023
SHORT,15809.7,15815.8,-6.1,12.9,0,STOP,4,NARROW,6.1,2023-04-14,DAX_S2,DAX,2023
SHORT,15764.4,15780.8,-16.4,2.7,0,STOP,5,NARROW,12.4,2023-04-17,DAX_S2,DAX,2023
LONG,15780.8,15774.3,-6.5,3.1,0,STOP,5,NARROW,12.4,2023-04-17,DAX_S2,DAX,2023
LONG,15899.8,15912.2,12.4,19.0,0,STOP,4,NARROW,6.0,2023-04-18,DAX_S2,DAX,2023
LONG,15899.8,15903.3,3.5,11.0,0,STOP,4,NARROW,6.0,2023-04-18,DAX_S2,DAX,2023
LONG,15857.3,15857.3,0.0,3.9,0,STOP,4,NARROW,8.5,2023-04-19,DAX_S2,DAX,2023
LONG,15857.3,15852.9,-4.4,2.5,0,STOP,4,NARROW,8.5,2023-04-19,DAX_S2,DAX,2023
LONG,15744.8,15738.8,-6.0,6.0,0,STOP,4,NARROW,11.0,2023-04-20,DAX_S2,DAX,2023
LONG,15744.8,15750.9,6.1,16.0,0,STOP,4,NARROW,11.0,2023-04-20,DAX_S2,DAX,2023
LONG,15767.9,15804.7,36.8,48.4,1,STOP,4,NARROW,7.1,2023-04-21,DAX_S2,DAX,2023
LONG,15767.9,15821.7,53.8,69.4,1,STOP,4,NARROW,7.1,2023-04-21,DAX_S2,DAX,2023
LONG,15894.8,15888.8,-6.0,4.0,0,STOP,4,NARROW,11.0,2023-04-24,DAX_S2,DAX,2023
LONG,15894.8,15896.7,1.9,8.5,0,STOP,4,NARROW,11.0,2023-04-24,DAX_S2,DAX,2023
SHORT,15859.8,15853.3,6.5,16.0,0,STOP,4,NARROW,10.0,2023-04-25,DAX_S2,DAX,2023
SHORT,15859.8,15847.8,12.0,21.1,0,STOP,4,NARROW,10.0,2023-04-25,DAX_S2,DAX,2023
LONG,15767.9,15759.3,-8.6,1.0,0,STOP,4,NARROW,11.1,2023-04-26,DAX_S2,DAX,2023
LONG,15767.9,15774.8,6.9,20.9,0,STOP,4,NARROW,11.1,2023-04-26,DAX_S2,DAX,2023
LONG,15827.9,15823.3,-4.6,7.4,0,STOP,4,NARROW,7.1,2023-04-27,DAX_S2,DAX,2023
LONG,15827.9,15849.8,21.9,33.0,1,STOP,4,NARROW,7.1,2023-04-27,DAX_S2,DAX,2023
LONG,15795.8,15806.3,10.5,21.1,0,STOP,4,NARROW,10.0,2023-04-28,DAX_S2,DAX,2023
LONG,15795.8,15828.7,32.9,40.0,1,STOP,4,NARROW,10.0,2023-04-28,DAX_S2,DAX,2023
LONG,15927.7,15936.2,8.5,13.4,0,STOP,4,NARROW,7.8,2023-05-01,DAX_S2,DAX,2023
LONG,15927.7,15932.3,4.6,10.5,0,STOP,4,NARROW,7.8,2023-05-01,DAX_S2,DAX,2023
SHORT,15851.7,15860.9,-9.2,1.5,0,STOP,4,NARROW,9.1,2023-05-02,DAX_S2,DAX,2023
SHORT,15851.7,15859.6,-7.9,6.9,0,STOP,4,NARROW,9.1,2023-05-02,DAX_S2,DAX,2023
SHORT,15843.7,15811.9,31.8,46.6,1,STOP,5,NORMAL,17.1,2023-05-03,DAX_S2,DAX,2023
SHORT,15843.7,15814.3,29.4,39.9,1,STOP,5,NORMAL,17.1,2023-05-03,DAX_S2,DAX,2023
LONG,15696.3,15724.9,28.6,52.6,1,STOP,5,NORMAL,21.1,2023-05-04,DAX_S2,DAX,2023
LONG,15696.3,15717.2,20.9,45.6,1,STOP,5,NORMAL,21.1,2023-05-04,DAX_S2,DAX,2023
SHORT,15848.8,15859.8,-11.0,1.0,0,STOP,4,NARROW,7.0,2023-05-05,DAX_S2,DAX,2023
SHORT,15848.8,15859.8,-11.0,6.4,0,STOP,4,NARROW,7.0,2023-05-05,DAX_S2,DAX,2023
SHORT,15988.7,15973.9,14.8,22.9,0,STOP,4,NARROW,4.0,2023-05-08,DAX_S2,DAX,2023
SHORT,15988.7,15945.8,42.9,55.0,1,STOP,4,NARROW,4.0,2023-05-08,DAX_S2,DAX,2023
SHORT,15889.7,15892.8,-3.1,1.9,0,STOP,4,NARROW,10.0,2023-05-09,DAX_S2,DAX,2023
SHORT,15889.7,15883.9,5.8,12.9,0,STOP,4,NARROW,10.0,2023-05-09,DAX_S2,DAX,2023
SHORT,15907.3,15918.8,-11.5,1.0,0,STOP,4,NARROW,7.5,2023-05-10,DAX_S2,DAX,2023
LONG,15918.8,15953.8,35.0,56.1,1,STOP,4,NARROW,7.5,2023-05-10,DAX_S2,DAX,2023
SHORT,15862.8,15805.7,57.1,70.5,2,STOP,5,NORMAL,24.0,2023-05-11,DAX_S2,DAX,2023
SHORT,15862.8,15806.8,56.0,89.0,1,STOP,5,NORMAL,24.0,2023-05-11,DAX_S2,DAX,2023
SHORT,15893.7,15897.8,-4.1,3.9,0,STOP,4,NARROW,6.0,2023-05-12,DAX_S2,DAX,2023
LONG,15903.8,15902.3,-1.5,6.1,0,STOP,4,NARROW,6.0,2023-05-12,DAX_S2,DAX,2023
SHORT,15925.7,15886.8,38.9,48.0,1,STOP,4,NARROW,8.5,2023-05-15,DAX_S2,DAX,2023
SHORT,15925.7,15885.3,40.4,49.0,1,STOP,4,NARROW,8.5,2023-05-15,DAX_S2,DAX,2023
SHORT,15940.3,15940.3,0.0,8.6,0,STOP,4,NARROW,4.5,2023-05-16,DAX_S2,DAX,2023
SHORT,15940.3,15907.9,32.4,47.5,1,STOP,4,NARROW,4.5,2023-05-16,DAX_S2,DAX,2023
LONG,15959.9,15973.8,13.9,20.0,0,STOP,4,NARROW,6.1,2023-05-17,DAX_S2,DAX,2023
LONG,15959.9,15982.7,22.8,32.0,1,STOP,4,NARROW,6.1,2023-05-17,DAX_S2,DAX,2023
SHORT,16189.8,16193.9,-4.1,4.1,0,STOP,4,NARROW,14.1,2023-05-18,DAX_S2,DAX,2023
SHORT,16189.8,16136.8,53.0,66.1,2,STOP,4,NARROW,14.1,2023-05-18,DAX_S2,DAX,2023
SHORT,16279.2,16291.3,-12.1,0.0,0,STOP,4,NARROW,8.0,2023-05-19,DAX_S2,DAX,2023
SHORT,16279.2,16288.8,-9.6,3.4,0,STOP,4,NARROW,8.0,2023-05-19,DAX_S2,DAX,2023
LONG,16212.9,16208.9,-4.0,5.9,0,STOP,4,NARROW,4.6,2023-05-22,DAX_S2,DAX,2023
SHORT,16204.3,16206.8,-2.5,4.5,0,STOP,4,NARROW,4.6,2023-05-22,DAX_S2,DAX,2023
LONG,16177.8,16173.8,-4.0,4.0,0,STOP,4,NARROW,6.0,2023-05-23,DAX_S2,DAX,2023
LONG,16177.8,16175.7,-2.1,6.9,0,STOP,4,NARROW,6.0,2023-05-23,DAX_S2,DAX,2023
SHORT,15893.7,15867.1,26.6,35.0,1,STOP,4,NARROW,7.1,2023-05-24,DAX_S2,DAX,2023
SHORT,15893.7,15880.8,12.9,24.9,0,STOP,4,NARROW,7.1,2023-05-24,DAX_S2,DAX,2023
SHORT,15822.4,15828.8,-6.4,12.6,0,STOP,5,NORMAL,18.9,2023-05-25,DAX_S2,DAX,2023
LONG,15845.3,15842.8,-2.5,15.5,0,STOP,5,NORMAL,18.9,2023-05-25,DAX_S2,DAX,2023
SHORT,15836.7,15840.9,-4.2,3.0,0,STOP,4,NARROW,8.1,2023-05-26,DAX_S2,DAX,2023
SHORT,15836.7,15848.9,-12.2,3.9,0,STOP,4,NARROW,8.1,2023-05-26,DAX_S2,DAX,2023
SHORT,15943.8,15932.4,11.4,22.0,0,STOP,4,NARROW,9.0,2023-05-29,DAX_S2,DAX,2023
SHORT,15943.8,15937.8,6.0,12.1,0,STOP,4,NARROW,9.0,2023-05-29,DAX_S2,DAX,2023
SHORT,16018.8,16024.7,-5.9,0.6,0,STOP,4,NARROW,13.5,2023-05-30,DAX_S2,DAX,2023
SHORT,16018.8,16021.7,-2.9,6.5,0,STOP,4,NARROW,13.5,2023-05-30,DAX_S2,DAX,2023
LONG,15840.9,15830.9,-10.0,2.0,0,STOP,4,NARROW,13.6,2023-05-31,DAX_S2,DAX,2023
SHORT,15823.3,15786.8,36.5,60.5,2,STOP,4,NARROW,13.6,2023-05-31,DAX_S2,DAX,2023
SHORT,15789.8,15798.9,-9.1,3.0,0,STOP,4,NARROW,9.5,2023-06-01,DAX_S2,DAX,2023
SHORT,15789.8,15754.9,34.9,47.1,1,STOP,4,NARROW,9.5,2023-06-01,DAX_S2,DAX,2023
SHORT,16008.8,16008.8,0.0,22.6,0,STOP,4,NARROW,9.6,2023-06-02,DAX_S2,DAX,2023
SHORT,16008.8,16022.4,-13.6,7.6,0,STOP,4,NARROW,9.6,2023-06-02,DAX_S2,DAX,2023
SHORT,16073.7,16074.8,-1.1,3.9,0,STOP,4,NARROW,5.1,2023-06-05,DAX_S2,DAX,2023
SHORT,16073.7,16074.8,-1.1,4.5,0,STOP,4,NARROW,5.1,2023-06-05,DAX_S2,DAX,2023
SHORT,15960.8,15962.8,-2.0,5.0,0,STOP,4,NARROW,7.1,2023-06-06,DAX_S2,DAX,2023
SHORT,15960.8,15961.4,-0.6,3.7,0,STOP,4,NARROW,7.1,2023-06-06,DAX_S2,DAX,2023
SHORT,15991.8,15986.9,4.9,16.0,0,STOP,4,NARROW,7.1,2023-06-07,DAX_S2,DAX,2023
SHORT,15991.8,15986.8,5.0,18.6,0,STOP,4,NARROW,7.1,2023-06-07,DAX_S2,DAX,2023
LONG,15998.8,15990.7,-8.1,6.1,0,STOP,4,NARROW,7.0,2023-06-08,DAX_S2,DAX,2023
SHORT,15987.8,15990.8,-3.0,9.0,0,STOP,4,NARROW,7.0,2023-06-08,DAX_S2,DAX,2023
SHORT,15962.2,15956.9,5.3,31.9,0,STOP,4,NARROW,5.5,2023-06-09,DAX_S2,DAX,2023
SHORT,15962.2,15956.8,5.4,13.4,0,STOP,4,NARROW,5.5,2023-06-09,DAX_S2,DAX,2023
SHORT,16052.7,16054.7,-2.0,10.9,0,STOP,4,NARROW,10.5,2023-06-12,DAX_S2,DAX,2023
LONG,16067.3,16076.4,9.1,16.5,0,STOP,4,NARROW,10.5,2023-06-12,DAX_S2,DAX,2023
LONG,16136.8,16118.3,-18.5,13.0,0,STOP,5,NARROW,14.5,2023-06-13,DAX_S2,DAX,2023
LONG,16136.8,16182.7,45.9,58.1,1,STOP,5,NARROW,14.5,2023-06-13,DAX_S2,DAX,2023
LONG,16319.9,16315.3,-4.6,3.0,0,STOP,4,NARROW,5.6,2023-06-14,DAX_S2,DAX,2023
SHORT,16310.3,16291.8,18.5,27.5,0,STOP,4,NARROW,5.6,2023-06-14,DAX_S2,DAX,2023
SHORT,16190.8,16184.3,6.5,29.5,0,STOP,5,NARROW,13.6,2023-06-15,DAX_S2,DAX,2023
LONG,16208.4,16197.3,-11.1,6.5,0,STOP,5,NARROW,13.6,2023-06-15,DAX_S2,DAX,2023
LONG,16362.9,16418.8,55.9,68.0,2,STOP,4,NARROW,8.1,2023-06-16,DAX_S2,DAX,2023
LONG,16362.9,16411.8,48.9,60.0,1,STOP,4,NARROW,8.1,2023-06-16,DAX_S2,DAX,2023
SHORT,16218.9,16228.4,-9.5,1.1,0,STOP,4,NARROW,14.9,2023-06-19,DAX_S2,DAX,2023
LONG,16237.8,16234.8,-3.0,6.0,0,STOP,4,NARROW,14.9,2023-06-19,DAX_S2,DAX,2023
LONG,16144.9,16167.8,22.9,38.9,1,STOP,4,NARROW,6.1,2023-06-20,DAX_S2,DAX,2023
LONG,16144.9,16167.7,22.8,30.5,1,STOP,4,NARROW,6.1,2023-06-20,DAX_S2,DAX,2023
LONG,16063.8,16063.4,-0.4,8.1,0,STOP,4,NARROW,9.0,2023-06-21,DAX_S2,DAX,2023
LONG,16063.8,16063.8,0.0,8.6,0,STOP,4,NARROW,9.0,2023-06-21,DAX_S2,DAX,2023
SHORT,15943.8,15951.3,-7.5,6.5,0,STOP,4,NARROW,10.1,2023-06-22,DAX_S2,DAX,2023
SHORT,15943.8,15946.9,-3.1,10.0,0,STOP,4,NARROW,10.1,2023-06-22,DAX_S2,DAX,2023
SHORT,15817.8,15749.4,68.4,87.5,2,STOP,4,NARROW,10.9,2023-06-23,DAX_S2,DAX,2023
SHORT,15817.8,15767.8,50.0,67.0,1,STOP,4,NARROW,10.9,2023-06-23,DAX_S2,DAX,2023
LONG,15799.3,15810.8,11.5,18.6,0,STOP,4,NARROW,9.5,2023-06-26,DAX_S2,DAX,2023
LONG,15799.3,15796.2,-3.1,10.5,0,STOP,4,NARROW,9.5,2023-06-26,DAX_S2,DAX,2023
SHORT,15755.8,15765.7,-9.9,2.0,0,STOP,4,NARROW,13.0,2023-06-27,DAX_S2,DAX,2023
LONG,15772.8,15789.2,16.4,27.0,0,STOP,4,NARROW,13.0,2023-06-27,DAX_S2,DAX,2023
LONG,15973.3,15970.3,-3.0,10.6,0,STOP,4,NARROW,7.5,2023-06-28,DAX_S2,DAX,2023
SHORT,15961.8,15959.4,2.4,10.5,0,STOP,4,NARROW,7.5,2023-06-28,DAX_S2,DAX,2023
LONG,15978.9,15975.3,-3.6,17.0,0,STOP,4,NARROW,7.1,2023-06-29,DAX_S2,DAX,2023
SHORT,15967.8,15945.9,21.9,31.6,1,STOP,4,NARROW,7.1,2023-06-29,DAX_S2,DAX,2023
SHORT,16123.2,16126.7,-3.5,2.5,0,STOP,4,NARROW,4.7,2023-06-30,DAX_S2,DAX,2023
LONG,16131.9,16137.2,5.3,16.0,0,STOP,4,NARROW,4.7,2023-06-30,DAX_S2,DAX,2023
SHORT,16128.8,16117.8,11.0,19.0,0,STOP,4,NARROW,6.0,2023-07-03,DAX_S2,DAX,2023
SHORT,16128.8,16120.8,8.0,14.0,0,STOP,4,NARROW,6.0,2023-07-03,DAX_S2,DAX,2023
SHORT,16047.7,16045.8,1.9,10.9,0,STOP,4,NARROW,7.1,2023-07-04,DAX_S2,DAX,2023
SHORT,16047.7,16047.9,-0.2,4.9,0,STOP,4,NARROW,7.1,2023-07-04,DAX_S2,DAX,2023
LONG,15945.3,15936.8,-8.5,0.6,0,STOP,4,NARROW,4.5,2023-07-05,DAX_S2,DAX,2023
SHORT,15936.8,15931.3,5.5,11.9,0,STOP,4,NARROW,4.5,2023-07-05,DAX_S2,DAX,2023
SHORT,15714.3,15657.3,57.0,69.5,2,STOP,5,NARROW,13.5,2023-07-06,DAX_S2,DAX,2023
SHORT,15714.3,15629.8,84.5,107.5,1,STOP,5,NARROW,13.5,2023-07-06,DAX_S2,DAX,2023
SHORT,15599.7,15608.8,-9.1,10.9,0,STOP,4,NARROW,10.0,2023-07-07,DAX_S2,DAX,2023
LONG,15613.8,15636.3,22.5,48.0,0,STOP,4,NARROW,10.0,2023-07-07,DAX_S2,DAX,2023
SHORT,15710.7,15684.9,25.8,31.0,1,STOP,4,NARROW,8.0,2023-07-10,DAX_S2,DAX,2023
SHORT,15710.7,15669.8,40.9,59.9,2,STOP,4,NARROW,8.0,2023-07-10,DAX_S2,DAX,2023
LONG,15768.7,15789.8,21.1,42.1,1,STOP,4,NARROW,9.6,2023-07-11,DAX_S2,DAX,2023
LONG,15768.7,15793.9,25.2,35.2,1,STOP,4,NARROW,9.6,2023-07-11,DAX_S2,DAX,2023
SHORT,15921.8,15926.9,-5.1,14.1,0,STOP,4,NARROW,7.0,2023-07-12,DAX_S2,DAX,2023
LONG,15932.8,15963.8,31.0,54.0,0,STOP,4,NARROW,7.0,2023-07-12,DAX_S2,DAX,2023
LONG,16124.8,16115.8,-9.0,2.0,0,STOP,4,NARROW,5.0,2023-07-13,DAX_S2,DAX,2023
LONG,16124.8,16115.8,-9.0,0.6,0,STOP,4,NARROW,5.0,2023-07-13,DAX_S2,DAX,2023
LONG,16127.9,16134.8,6.9,12.0,0,STOP,4,NARROW,8.1,2023-07-14,DAX_S2,DAX,2023
LONG,16127.9,16127.9,0.0,16.9,0,STOP,4,NARROW,8.1,2023-07-14,DAX_S2,DAX,2023
LONG,16014.8,16004.7,-10.1,6.5,0,STOP,4,NARROW,11.5,2023-07-17,DAX_S2,DAX,2023
LONG,16014.8,16010.3,-4.5,2.1,0,STOP,4,NARROW,11.5,2023-07-17,DAX_S2,DAX,2023
SHORT,16046.2,16053.9,-7.7,12.4,0,STOP,4,NARROW,12.0,2023-07-18,DAX_S2,DAX,2023
SHORT,16046.2,16053.9,-7.7,2.5,0,STOP,4,NARROW,12.0,2023-07-18,DAX_S2,DAX,2023
SHORT,16087.8,16079.9,7.9,17.0,0,STOP,4,NARROW,15.0,2023-07-19,DAX_S2,DAX,2023
SHORT,16087.8,16100.8,-13.0,2.0,0,STOP,4,NARROW,15.0,2023-07-19,DAX_S2,DAX,2023
LONG,16145.9,16142.8,-3.1,5.0,0,STOP,4,NARROW,6.1,2023-07-20,DAX_S2,DAX,2023
LONG,16145.9,16144.7,-1.2,4.9,0,STOP,4,NARROW,6.1,2023-07-20,DAX_S2,DAX,2023
LONG,16143.8,16163.8,20.0,30.0,0,STOP,5,NARROW,13.5,2023-07-21,DAX_S2,DAX,2023
LONG,16143.8,16157.3,13.5,21.0,0,STOP,5,NARROW,13.5,2023-07-21,DAX_S2,DAX,2023
LONG,16161.8,16160.8,-1.0,9.0,0,STOP,4,NARROW,8.0,2023-07-24,DAX_S2,DAX,2023
LONG,16161.8,16155.8,-6.0,3.5,0,STOP,4,NARROW,8.0,2023-07-24,DAX_S2,DAX,2023
LONG,16202.3,16199.8,-2.5,2.5,0,STOP,5,NARROW,6.5,2023-07-25,DAX_S2,DAX,2023
SHORT,16191.7,16155.9,35.8,48.0,1,STOP,5,NARROW,6.5,2023-07-25,DAX_S2,DAX,2023
SHORT,16052.8,16005.8,47.0,55.1,1,STOP,5,NARROW,8.1,2023-07-26,DAX_S2,DAX,2023
SHORT,16052.8,16064.9,-12.1,24.4,0,STOP,5,NARROW,8.1,2023-07-26,DAX_S2,DAX,2023
SHORT,16322.3,16325.8,-3.5,21.9,0,STOP,5,NORMAL,18.5,2023-07-27,DAX_S2,DAX,2023
